Dataset,LM_model,LM_output_type,Feature,Classifier,Precision,Recall,F1_score
BLOG obfuscated,BERT large,probs,Bins 0.001,ANN,0.6928838951310862,0.6702898550724637,0.6813996316758748
BLOG obfuscated,BERT large,probs,VGG19,ANN,0.7563025210084033,0.6545454545454545,0.7017543859649122
BLOG obfuscated,BERT large,probs,Bins 0.010,ANN,0.6209150326797386,0.6884057971014492,0.6529209621993126
BLOG obfuscated,BERT large,probs,Bins 0.005,SVM,0.5367647058823529,0.5289855072463768,0.5328467153284672
BLOG obfuscated,BERT large,probs,Bins 0.001,SVM,0.6651785714285714,0.5398550724637681,0.596
BLOG obfuscated,BERT large,probs,VGG19,SVM,0.7860262008733624,0.6545454545454545,0.7142857142857142
BLOG obfuscated,BERT large,probs,Bins 0.010,SVM,0.4892086330935252,0.4927536231884058,0.4909747292418773
BLOG obfuscated,BERT large,probs,Bins 0.005,RFC,0.544973544973545,0.37318840579710144,0.4430107526881721
BLOG obfuscated,BERT large,probs,Bins 0.001,RFC,0.573170731707317,0.34057971014492755,0.4272727272727273
BLOG obfuscated,BERT large,probs,VGG19,RFC,0.7733333333333333,0.6327272727272727,0.696
BLOG obfuscated,BERT large,probs,Bins 0.010,RFC,0.5670103092783505,0.3985507246376812,0.4680851063829787
BLOG obfuscated,BERT large,ranks,Bins 50,GNB,0.3111888111888112,0.644927536231884,0.41981132075471705
BLOG obfuscated,BERT large,ranks,Bins 10,GNB,0.2034682080924856,0.6376811594202898,0.30850131463628394
BLOG obfuscated,BERT large,ranks,VGG19,GNB,0.5833333333333334,0.7127272727272728,0.6415711947626842
BLOG obfuscated,BERT large,ranks,Bins 100,GNB,0.36007827788649704,0.6666666666666666,0.4675984752223635
BLOG obfuscated,BERT large,ranks,Bins 50,KNN,0.4977272727272728,0.7934782608695652,0.611731843575419
BLOG obfuscated,BERT large,ranks,Bins 10,KNN,0.4324853228962818,0.8007246376811594,0.5616264294790343
BLOG obfuscated,BERT large,ranks,VGG19,KNN,0.6666666666666666,0.6618181818181819,0.6642335766423357
BLOG obfuscated,BERT large,ranks,Bins 100,KNN,0.4966292134831461,0.8007246376811594,0.6130374479889044
BLOG obfuscated,BERT large,ranks,Bins 50,ANN,0.6739926739926739,0.6666666666666666,0.6703096539162112
BLOG obfuscated,BERT large,ranks,Bins 10,ANN,0.6413043478260869,0.6413043478260869,0.6413043478260869
BLOG obfuscated,BERT large,ranks,VGG19,ANN,0.7594936708860759,0.6545454545454545,0.703125
BLOG obfuscated,BERT large,ranks,Bins 100,ANN,0.6423611111111112,0.6702898550724637,0.6560283687943262
BLOG obfuscated,BERT large,ranks,Bins 50,SVM,0.6,0.43478260869565216,0.5042016806722689
BLOG obfuscated,BERT large,ranks,Bins 10,SVM,0.4846153846153846,0.4565217391304348,0.4701492537313433
BLOG obfuscated,BERT large,ranks,VGG19,SVM,0.7551867219917012,0.6618181818181819,0.7054263565891473
BLOG obfuscated,BERT large,ranks,Bins 100,SVM,0.7183908045977011,0.4528985507246377,0.5555555555555555
BLOG obfuscated,BERT large,ranks,Bins 50,RFC,0.7329545454545454,0.4673913043478261,0.5707964601769911
BLOG obfuscated,BERT large,ranks,Bins 10,RFC,0.7575757575757576,0.2717391304347826,0.4
BLOG obfuscated,BERT large,ranks,VGG19,RFC,0.7352941176470589,0.6363636363636364,0.6822612085769981
BLOG obfuscated,BERT large,ranks,Bins 100,RFC,0.7894736842105263,0.4891304347826087,0.6040268456375839
BLOG obfuscated,GPT-2 345M,probs,Bins 0.005,GNB,0.483204134366925,0.677536231884058,0.5641025641025642
BLOG obfuscated,GPT-2 345M,probs,Bins 0.001,GNB,0.3970223325062035,0.5797101449275363,0.4712812960235641
BLOG obfuscated,GPT-2 345M,probs,VGG19,GNB,0.3404634581105169,0.6945454545454546,0.4569377990430621
BLOG obfuscated,GPT-2 345M,probs,Bins 0.010,GNB,0.5845272206303725,0.7391304347826086,0.6528
BLOG obfuscated,GPT-2 345M,probs,Bins 0.005,KNN,0.7245283018867924,0.6956521739130435,0.7097966728280961
BLOG obfuscated,GPT-2 345M,probs,Bins 0.001,KNN,0.7289377289377289,0.7210144927536232,0.7249544626593807
BLOG obfuscated,GPT-2 345M,probs,VGG19,KNN,0.8690476190476191,0.5309090909090909,0.6591422121896163
BLOG obfuscated,GPT-2 345M,probs,Bins 0.010,KNN,0.7109375,0.6594202898550725,0.6842105263157895
BLOG obfuscated,GPT-2 345M,probs,Bins 0.005,ANN,0.8342245989304813,0.5652173913043478,0.6738660907127428
BLOG obfuscated,GPT-2 345M,probs,Bins 0.001,ANN,0.6894977168949772,0.5471014492753623,0.6101010101010101
BLOG obfuscated,GPT-2 345M,probs,VGG19,ANN,0.8392857142857143,0.5127272727272727,0.636568848758465
BLOG obfuscated,GPT-2 345M,probs,Bins 0.010,ANN,0.8547486033519553,0.5543478260869565,0.6725274725274726
BLOG obfuscated,GPT-2 345M,probs,Bins 0.005,SVM,0.8913043478260869,0.44565217391304346,0.5942028985507246
BLOG obfuscated,GPT-2 345M,probs,Bins 0.001,SVM,0.90625,0.42028985507246375,0.5742574257425742
BLOG obfuscated,GPT-2 345M,probs,VGG19,SVM,0.9555555555555556,0.31272727272727274,0.4712328767123288
BLOG obfuscated,GPT-2 345M,probs,Bins 0.010,SVM,0.8926174496644296,0.4818840579710145,0.6258823529411764
BLOG obfuscated,GPT-2 345M,probs,Bins 0.005,RFC,0.9411764705882352,0.2898550724637681,0.443213296398892
BLOG obfuscated,GPT-2 345M,probs,Bins 0.001,RFC,0.9591836734693876,0.17028985507246375,0.28923076923076924
BLOG obfuscated,GPT-2 345M,probs,VGG19,RFC,0.8909090909090909,0.5345454545454545,0.6681818181818182
BLOG obfuscated,GPT-2 345M,probs,Bins 0.010,RFC,0.9173553719008264,0.4021739130434783,0.5591939546599497
BLOG obfuscated,GPT-2 345M,ranks,Bins 50,GNB,0.4868035190615836,0.6014492753623188,0.5380875202593193
BLOG obfuscated,GPT-2 345M,ranks,Bins 10,GNB,0.3209076175040519,0.7173913043478259,0.4434490481522957
BLOG obfuscated,GPT-2 345M,ranks,VGG19,GNB,0.8200836820083682,0.7127272727272728,0.7626459143968872
BLOG obfuscated,GPT-2 345M,ranks,Bins 100,GNB,0.5287769784172662,0.532608695652174,0.5306859205776173
BLOG obfuscated,GPT-2 345M,ranks,Bins 50,KNN,0.8034188034188035,0.6811594202898551,0.7372549019607842
BLOG obfuscated,GPT-2 345M,ranks,Bins 10,KNN,0.763265306122449,0.677536231884058,0.7178502879078696
BLOG obfuscated,GPT-2 345M,ranks,VGG19,KNN,0.9022988505747126,0.5709090909090909,0.6993318485523385
BLOG obfuscated,GPT-2 345M,ranks,Bins 100,KNN,0.7800829875518672,0.6811594202898551,0.7272727272727274
BLOG obfuscated,GPT-2 345M,ranks,Bins 50,ANN,0.8715083798882681,0.5652173913043478,0.6857142857142856
BLOG obfuscated,GPT-2 345M,ranks,Bins 10,ANN,0.8351648351648352,0.5507246376811594,0.663755458515284
BLOG obfuscated,GPT-2 345M,ranks,VGG19,ANN,0.9147727272727272,0.5854545454545454,0.7139689578713969
BLOG obfuscated,GPT-2 345M,ranks,Bins 100,ANN,0.8351063829787234,0.5688405797101449,0.6767241379310345
BLOG obfuscated,GPT-2 345M,ranks,Bins 50,SVM,0.8931297709923665,0.4239130434782609,0.5749385749385749
BLOG obfuscated,GPT-2 345M,ranks,Bins 10,SVM,0.8918918918918919,0.4782608695652174,0.6226415094339622
BLOG obfuscated,GPT-2 345M,ranks,VGG19,SVM,0.9042553191489362,0.6181818181818182,0.734341252699784
BLOG obfuscated,GPT-2 345M,ranks,Bins 100,SVM,0.9016393442622952,0.3985507246376812,0.5527638190954774
BLOG obfuscated,GPT-2 345M,ranks,Bins 50,RFC,0.9367088607594936,0.26811594202898553,0.4169014084507042
BLOG obfuscated,GPT-2 345M,ranks,Bins 10,RFC,0.9285714285714286,0.14130434782608695,0.2452830188679245
BLOG obfuscated,GPT-2 345M,ranks,VGG19,RFC,0.9382716049382716,0.5527272727272727,0.6956521739130435
BLOG obfuscated,GPT-2 345M,ranks,Bins 100,RFC,0.9263157894736842,0.3188405797101449,0.4743935309973046
BLOG obfuscated,GPT-2 117M,probs,Bins 0.005,GNB,0.4431554524361949,0.6920289855072463,0.5403111739745403
BLOG obfuscated,GPT-2 117M,probs,Bins 0.001,GNB,0.3732394366197183,0.5760869565217391,0.452991452991453
BLOG obfuscated,GPT-2 117M,probs,VGG19,GNB,0.2740740740740741,0.5381818181818182,0.3631901840490798
BLOG obfuscated,GPT-2 117M,probs,Bins 0.010,GNB,0.5098522167487685,0.75,0.6070381231671554
BLOG obfuscated,GPT-2 117M,probs,Bins 0.005,KNN,0.6793893129770993,0.644927536231884,0.6617100371747212
BLOG obfuscated,GPT-2 117M,probs,Bins 0.001,KNN,0.6554054054054054,0.7028985507246377,0.6783216783216783
BLOG obfuscated,GPT-2 117M,probs,VGG19,KNN,0.8797468354430379,0.5054545454545455,0.6420323325635103
BLOG obfuscated,GPT-2 117M,probs,Bins 0.010,KNN,0.7008196721311475,0.6195652173913043,0.6576923076923076
BLOG obfuscated,GPT-2 117M,probs,Bins 0.005,ANN,0.7925531914893617,0.5398550724637681,0.6422413793103449
BLOG obfuscated,GPT-2 117M,probs,Bins 0.001,ANN,0.7298578199052133,0.5579710144927537,0.6324435318275154
BLOG obfuscated,GPT-2 117M,probs,VGG19,ANN,0.8545454545454545,0.5127272727272727,0.6409090909090909
BLOG obfuscated,GPT-2 117M,probs,Bins 0.010,ANN,0.8109756097560976,0.4818840579710145,0.6045454545454545
BLOG obfuscated,GPT-2 117M,probs,Bins 0.005,SVM,0.8934426229508197,0.394927536231884,0.5477386934673367
BLOG obfuscated,GPT-2 117M,probs,Bins 0.001,SVM,0.9047619047619048,0.4130434782608696,0.5671641791044776
BLOG obfuscated,GPT-2 117M,probs,VGG19,SVM,0.8670520231213873,0.5454545454545454,0.6696428571428572
BLOG obfuscated,GPT-2 117M,probs,Bins 0.010,SVM,0.8760330578512396,0.3840579710144928,0.5340050377833753
BLOG obfuscated,GPT-2 117M,probs,Bins 0.005,RFC,0.9605263157894736,0.2644927536231884,0.4147727272727272
BLOG obfuscated,GPT-2 117M,probs,Bins 0.001,RFC,0.8863636363636364,0.14130434782608695,0.24375
BLOG obfuscated,GPT-2 117M,probs,VGG19,RFC,0.8662420382165605,0.4945454545454546,0.6296296296296297
BLOG obfuscated,GPT-2 117M,probs,Bins 0.010,RFC,0.9326923076923076,0.35144927536231885,0.5105263157894737
BLOG obfuscated,GPT-2 117M,ranks,Bins 50,GNB,0.3925,0.5688405797101449,0.4644970414201183
BLOG obfuscated,GPT-2 117M,ranks,Bins 10,GNB,0.2857142857142857,0.6739130434782609,0.401294498381877
BLOG obfuscated,GPT-2 117M,ranks,VGG19,GNB,0.7911646586345381,0.7163636363636363,0.7519083969465647
BLOG obfuscated,GPT-2 117M,ranks,Bins 100,GNB,0.4714714714714714,0.5688405797101449,0.51559934318555
BLOG obfuscated,GPT-2 117M,ranks,Bins 50,KNN,0.7903930131004366,0.6557971014492754,0.7168316831683168
BLOG obfuscated,GPT-2 117M,ranks,Bins 10,KNN,0.6944444444444444,0.6340579710144928,0.6628787878787878
BLOG obfuscated,GPT-2 117M,ranks,VGG19,KNN,0.8757062146892656,0.5636363636363636,0.6858407079646018
BLOG obfuscated,GPT-2 117M,ranks,Bins 100,KNN,0.7669491525423728,0.6557971014492754,0.70703125
BLOG obfuscated,GPT-2 117M,ranks,Bins 50,ANN,0.7842105263157895,0.5398550724637681,0.6394849785407726
BLOG obfuscated,GPT-2 117M,ranks,Bins 10,ANN,0.8263473053892215,0.5,0.6230248306997742
BLOG obfuscated,GPT-2 117M,ranks,VGG19,ANN,0.888268156424581,0.5781818181818181,0.7004405286343613
BLOG obfuscated,GPT-2 117M,ranks,Bins 100,ANN,0.8208092485549133,0.5144927536231884,0.6325167037861915
BLOG obfuscated,GPT-2 117M,ranks,Bins 50,SVM,0.8842975206611571,0.38768115942028986,0.5390428211586902
BLOG obfuscated,GPT-2 117M,ranks,Bins 10,SVM,0.8818897637795275,0.4057971014492754,0.5558312655086849
BLOG obfuscated,GPT-2 117M,ranks,VGG19,SVM,0.9411764705882352,0.4072727272727273,0.5685279187817259
BLOG obfuscated,GPT-2 117M,ranks,Bins 100,SVM,0.8974358974358975,0.3804347826086957,0.5343511450381679
BLOG obfuscated,GPT-2 117M,ranks,Bins 50,RFC,0.9375,0.21739130434782608,0.3529411764705882
BLOG obfuscated,GPT-2 117M,ranks,Bins 10,RFC,0.9166666666666666,0.11956521739130435,0.2115384615384616
BLOG obfuscated,GPT-2 117M,ranks,VGG19,RFC,0.89937106918239,0.52,0.6589861751152074
BLOG obfuscated,GPT-2 117M,ranks,Bins 100,RFC,0.9135802469135802,0.26811594202898553,0.4145658263305321
EBG evaded,BERT base,probs,Bins 0.005,GNB,1.0,0.5333333333333333,0.6956521739130436
EBG evaded,BERT base,probs,Bins 0.001,GNB,1.0,0.3666666666666665,0.5365853658536585
EBG evaded,BERT base,probs,VGG19,GNB,1.0,0.9,0.9473684210526316
EBG evaded,BERT base,probs,Bins 0.010,GNB,1.0,0.6333333333333333,0.7755102040816326
EBG evaded,BERT base,probs,Bins 0.005,KNN,0.9285714285714286,0.8666666666666667,0.8965517241379308
EBG evaded,BERT base,probs,Bins 0.001,KNN,0.9615384615384616,0.8333333333333334,0.8928571428571429
EBG evaded,BERT base,probs,VGG19,KNN,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT base,probs,Bins 0.010,KNN,0.9629629629629628,0.8666666666666667,0.912280701754386
EBG evaded,BERT base,probs,Bins 0.005,ANN,0.9310344827586208,0.9,0.9152542372881356
EBG evaded,BERT base,probs,Bins 0.001,ANN,0.9310344827586208,0.9,0.9152542372881356
EBG evaded,BERT base,probs,VGG19,ANN,0.9285714285714286,0.8666666666666667,0.8965517241379308
EBG evaded,BERT base,probs,Bins 0.010,ANN,0.9,0.9,0.9
EBG evaded,BERT base,probs,Bins 0.005,SVM,1.0,0.4666666666666667,0.6363636363636364
EBG evaded,BERT base,probs,Bins 0.001,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT base,probs,VGG19,SVM,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT base,probs,Bins 0.010,SVM,1.0,0.4666666666666667,0.6363636363636364
EBG evaded,BERT base,probs,Bins 0.005,RFC,1.0,0.5666666666666667,0.7234042553191489
EBG evaded,BERT base,probs,Bins 0.001,RFC,1.0,0.4666666666666667,0.6363636363636364
EBG evaded,BERT base,probs,VGG19,RFC,0.9642857142857144,0.9,0.9310344827586208
EBG evaded,BERT base,probs,Bins 0.010,RFC,1.0,0.5,0.6666666666666666
EBG evaded,BERT base,ranks,Bins 50,GNB,0.08571428571428573,0.1,0.09230769230769233
EBG evaded,BERT base,ranks,Bins 10,GNB,0.03571428571428571,0.03333333333333333,0.03448275862068965
EBG evaded,BERT base,ranks,VGG19,GNB,0.9090909090909092,0.6666666666666666,0.7692307692307692
EBG evaded,BERT base,ranks,Bins 100,GNB,0.0967741935483871,0.2,0.13043478260869568
EBG evaded,BERT base,ranks,Bins 50,KNN,0.92,0.7666666666666667,0.8363636363636363
EBG evaded,BERT base,ranks,Bins 10,KNN,0.8846153846153846,0.7666666666666667,0.8214285714285715
EBG evaded,BERT base,ranks,VGG19,KNN,0.9444444444444444,0.5666666666666667,0.7083333333333334
EBG evaded,BERT base,ranks,Bins 100,KNN,0.9166666666666666,0.7333333333333333,0.8148148148148148
EBG evaded,BERT base,ranks,Bins 50,ANN,1.0,0.7333333333333333,0.8461538461538459
EBG evaded,BERT base,ranks,Bins 10,ANN,0.8846153846153846,0.7666666666666667,0.8214285714285715
EBG evaded,BERT base,ranks,VGG19,ANN,0.9090909090909092,0.6666666666666666,0.7692307692307692
EBG evaded,BERT base,ranks,Bins 100,ANN,0.8518518518518519,0.7666666666666667,0.8070175438596491
EBG evaded,BERT base,ranks,Bins 50,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT base,ranks,Bins 10,SVM,1.0,0.43333333333333335,0.6046511627906976
EBG evaded,BERT base,ranks,VGG19,SVM,0.9523809523809524,0.6666666666666666,0.7843137254901961
EBG evaded,BERT base,ranks,Bins 100,SVM,1.0,0.3333333333333333,0.5
EBG evaded,BERT base,ranks,Bins 50,RFC,1.0,0.5333333333333333,0.6956521739130436
EBG evaded,BERT base,ranks,Bins 10,RFC,1.0,0.2333333333333333,0.3783783783783784
EBG evaded,BERT base,ranks,VGG19,RFC,0.8709677419354839,0.9,0.8852459016393444
EBG evaded,BERT base,ranks,Bins 100,RFC,1.0,0.5333333333333333,0.6956521739130436
EBG evaded,BERT large,probs,Bins 0.005,GNB,1.0,0.6333333333333333,0.7755102040816326
EBG evaded,BERT large,probs,Bins 0.001,GNB,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,probs,VGG19,GNB,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT large,probs,Bins 0.010,GNB,1.0,0.6666666666666666,0.8
EBG evaded,BERT large,probs,Bins 0.005,KNN,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT large,probs,Bins 0.001,KNN,0.96,0.8,0.8727272727272728
EBG evaded,BERT large,probs,VGG19,KNN,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT large,probs,Bins 0.010,KNN,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT large,probs,Bins 0.005,ANN,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT large,probs,Bins 0.001,ANN,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT large,probs,VGG19,ANN,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT large,probs,Bins 0.010,ANN,1.0,0.9,0.9473684210526316
EBG evaded,BERT large,probs,Bins 0.005,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,probs,Bins 0.001,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,probs,VGG19,SVM,1.0,0.8333333333333334,0.9090909090909092
EBG evaded,BERT large,probs,Bins 0.010,SVM,1.0,0.43333333333333335,0.6046511627906976
EBG evaded,BERT large,probs,Bins 0.005,RFC,1.0,0.5333333333333333,0.6956521739130436
EBG evaded,BERT large,probs,Bins 0.001,RFC,1.0,0.5,0.6666666666666666
EBG evaded,BERT large,probs,VGG19,RFC,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT large,probs,Bins 0.010,RFC,1.0,0.5666666666666667,0.7234042553191489
EBG evaded,BERT large,ranks,Bins 50,GNB,0.2549019607843137,0.43333333333333335,0.32098765432098764
EBG evaded,BERT large,ranks,Bins 10,GNB,0.25,0.3333333333333333,0.2857142857142857
EBG evaded,BERT large,ranks,VGG19,GNB,1.0,0.8,0.8888888888888891
EBG evaded,BERT large,ranks,Bins 100,GNB,0.3611111111111111,0.43333333333333335,0.39393939393939387
EBG evaded,BERT large,ranks,Bins 50,KNN,0.9523809523809524,0.6666666666666666,0.7843137254901961
EBG evaded,BERT large,ranks,Bins 10,KNN,1.0,0.8,0.8888888888888891
EBG evaded,BERT large,ranks,VGG19,KNN,1.0,0.7,0.8235294117647058
EBG evaded,BERT large,ranks,Bins 100,KNN,0.9090909090909092,0.6666666666666666,0.7692307692307692
EBG evaded,BERT large,ranks,Bins 50,ANN,0.96,0.8,0.8727272727272728
EBG evaded,BERT large,ranks,Bins 10,ANN,0.9642857142857144,0.9,0.9310344827586208
EBG evaded,BERT large,ranks,VGG19,ANN,1.0,0.7,0.8235294117647058
EBG evaded,BERT large,ranks,Bins 100,ANN,0.8846153846153846,0.7666666666666667,0.8214285714285715
EBG evaded,BERT large,ranks,Bins 50,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,ranks,Bins 10,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,ranks,VGG19,SVM,0.9615384615384616,0.8333333333333334,0.8928571428571429
EBG evaded,BERT large,ranks,Bins 100,SVM,1.0,0.4,0.5714285714285715
EBG evaded,BERT large,ranks,Bins 50,RFC,1.0,0.4666666666666667,0.6363636363636364
EBG evaded,BERT large,ranks,Bins 10,RFC,1.0,0.2333333333333333,0.3783783783783784
EBG evaded,BERT large,ranks,VGG19,RFC,1.0,0.8666666666666667,0.9285714285714286
EBG evaded,BERT large,ranks,Bins 100,RFC,1.0,0.6666666666666666,0.8
EBG evaded,GPT-2 345M,probs,Bins 0.005,GNB,0.92,0.7666666666666667,0.8363636363636363
EBG evaded,GPT-2 345M,probs,Bins 0.001,GNB,1.0,0.1,0.18181818181818185
EBG evaded,GPT-2 345M,probs,VGG19,GNB,0.7419354838709677,0.7666666666666667,0.7540983606557377
EBG evaded,GPT-2 345M,probs,Bins 0.010,GNB,0.8928571428571429,0.8333333333333334,0.8620689655172413
EBG evaded,GPT-2 345M,probs,Bins 0.005,KNN,0.9615384615384616,0.8333333333333334,0.8928571428571429
EBG evaded,GPT-2 345M,probs,Bins 0.001,KNN,0.8928571428571429,0.8333333333333334,0.8620689655172413
EBG evaded,GPT-2 345M,probs,VGG19,KNN,0.9583333333333334,0.7666666666666667,0.8518518518518519
EBG evaded,GPT-2 345M,probs,Bins 0.010,KNN,0.9285714285714286,0.8666666666666667,0.8965517241379308
EBG evaded,GPT-2 345M,probs,Bins 0.005,ANN,0.8928571428571429,0.8333333333333334,0.8620689655172413
EBG evaded,GPT-2 345M,probs,Bins 0.001,ANN,0.8571428571428571,0.8,0.8275862068965518
EBG evaded,GPT-2 345M,probs,VGG19,ANN,0.7222222222222222,0.8666666666666667,0.7878787878787877
EBG evaded,GPT-2 345M,probs,Bins 0.010,ANN,0.8888888888888888,0.8,0.8421052631578948
EBG evaded,GPT-2 345M,probs,Bins 0.005,SVM,1.0,0.3333333333333333,0.5
EBG evaded,GPT-2 345M,probs,Bins 0.001,SVM,1.0,0.3333333333333333,0.5
EBG evaded,GPT-2 345M,probs,VGG19,SVM,0.5416666666666666,0.8666666666666667,0.6666666666666667
EBG evaded,GPT-2 345M,probs,Bins 0.010,SVM,1.0,0.3333333333333333,0.5
EBG evaded,GPT-2 345M,probs,Bins 0.005,RFC,1.0,0.3666666666666665,0.5365853658536585
EBG evaded,GPT-2 345M,probs,Bins 0.001,RFC,0.6666666666666666,0.06666666666666668,0.1212121212121212
EBG evaded,GPT-2 345M,probs,VGG19,RFC,0.9285714285714286,0.8666666666666667,0.8965517241379308
EBG evaded,GPT-2 345M,probs,Bins 0.010,RFC,0.8823529411764706,0.5,0.6382978723404256
EBG evaded,GPT-2 345M,ranks,Bins 50,GNB,0.07407407407407407,0.26666666666666666,0.11594202898550725
EBG evaded,GPT-2 345M,ranks,Bins 10,GNB,0.1267605633802817,0.3,0.1782178217821782
EBG evaded,GPT-2 345M,ranks,VGG19,GNB,0.7878787878787878,0.8666666666666667,0.8253968253968254
EBG evaded,GPT-2 345M,ranks,Bins 100,GNB,0.1021897810218978,0.4666666666666667,0.16766467065868262
EBG evaded,GPT-2 345M,ranks,Bins 50,KNN,0.9230769230769232,0.8,0.8571428571428571
